meta.config,problem.n,problem.nb,meta.cycle,distr.procs,distr.hosts,stc.code,stc.mpi,stc.mpic,result.time
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.431
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.89
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,4.648
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.274
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,12.099
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.375
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.454
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.9
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.203
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.665
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,13.312
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,4.613
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.486
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,15.267
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.559
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.64
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.223
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.83
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,17.235
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.234
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,11.164
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,17.612
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.035
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,16.805
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.668
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,9.975
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,13.929
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.488
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.768
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,17.605
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,11.302
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,16.786
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,12.68
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.629
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.124
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.11
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.242
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,8.804
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,12.711
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.774
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.976
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,9.83
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.917
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.988
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.725
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.241
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.706
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.472
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.262
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.074
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.158
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.712
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,18.333
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.198
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.812
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,19.849
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,9.018
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,16.861
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.462
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.404
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.001
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.374
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.431
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,18.041
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.705
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,16.833
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.934
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,5.953
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,5.025
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,8.919
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.632
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,7.229
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,12.068
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,6.033
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,5.076
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,10.135
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.642
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,10.185
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,14.607
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.619
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,9.393
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,14.893
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,5.169
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,10.254
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.725
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,12.031
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,16.435
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.636
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,10.699
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,15.991
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,8.078
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,16.03
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,5.109
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,10.131
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,14.115
sw2,268435460,16777220,2.0,16,1,2.5791559545009e+18,19989694.655484386,2.9999999999999996,4.988
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,8.217
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,16.03
sw2,268435460,8388610,2.0,32,2,2.5791559545009e+18,19989694.655484386,2.9999999999999996,8.881
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,15.886
sw2,268435460,4194300,2.0,64,4,2.5791559545009e+18,19989694.655484386,2.9999999999999996,13.686
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.1
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.237
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,8.694
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.052
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.646
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.803
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.226
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.283
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.603
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.905
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,8.837
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,16.976
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.861
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.737
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.742
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.591
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.125
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.168
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.231
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,18.595
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.97
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.198
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,18.177
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.953
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,18.879
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.496
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.042
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.731
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.268
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.136
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,17.945
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,12.084
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,19.103
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.86
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,10.282
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.319
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,11.781
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.422
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,12.91
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,15.275
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,10.35
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.331
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,13.441
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.136
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,13.716
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,17.591
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.402
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,13.629
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,17.382
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.708
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,13.55
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.478
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,12.885
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,18.831
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.321
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,17.87
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,19.224
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,14.304
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,17.383
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.844
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,12.274
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,16.999
sw2,536870910,33554430,2.0,16,1,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,9.687
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,13.488
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,19.729
sw2,536870910,16777220,2.0,32,2,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,12.386
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,19.311
sw2,536870910,8388610,2.0,64,4,1.0269139922543108e+19,31726542.379676186,2.9999999999999996,14.848
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,4.425
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.729
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,7.903
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.754
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,7.352
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,10.606
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,4.503
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.768
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,8.195
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.502
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,6.17
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,12.802
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.769
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,8.007
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,13.096
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.823
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,9.136
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.531
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,11.839
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,13.489
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.502
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,9.952
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,14.914
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,6.909
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,14.128
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.094
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,7.471
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,12.742
sw2,201326590,12582910,2.0,16,1,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,3.041
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,12.188
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,14.581
sw2,201326590,6291460,2.0,32,2,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,7.14
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,16.14
sw2,201326590,3145730,2.0,64,4,1.4540415939061844e+18,16502430.417656431,2.9999999999999996,10.794
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.295
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.444
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,9.54
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.535
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,10.315
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,12.861
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.338
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.419
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.633
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.171
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,9.974
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,15.856
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.516
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.692
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,14.142
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.493
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,10.135
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.201
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,11.561
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,15.636
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,5.082
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.691
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,18.149
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,8.578
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,14.919
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,4.72
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.343
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,11.42
sw2,301989890,18874370,2.0,16,1,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,4.599
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,9.018
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,18.312
sw2,301989890,9437180,2.0,32,2,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,7.322
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,14.702
sw2,301989890,4718590,2.0,64,4,3.2614362420660065e+18,21621944.703918826,2.9999999999999996,12.222
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.653
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.163
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,9.874
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.429
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.286
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.755
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.715
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.978
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.799
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.092
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,12.506
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.466
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.432
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.427
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.237
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.042
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.935
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.898
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.124
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,16.087
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,7.13
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,13.526
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,17.539
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,10.505
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,15.772
sw2,402653180,25165820,2.0,16,1,5.786721776801818e+18,26191319.060805563,2.9999999999999996,6.245
sw2,402653180,12582910,2.0,32,2,5.786721776801818e+18,26191319.060805563,2.9999999999999996,11.537
sw2,402653180,6291460,2.0,64,4,5.786721776801818e+18,26191319.060805563,2.9999999999999996,14.628
